"Published on","Unique ID","Target","Indicator","Indicator Code","Question Number","Question","Response"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT08. By 2030, reduce ecosystem degradation by supporting the development of sustainable, highly productive forestry and agriculture, while introducing nature-based practices.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.1","Does your country have policies and/or action plans aimed at ensuring the maintenance, enhancement and restoration of nature's contributions to people, including of ecosystem functions and services?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT08. By 2030, reduce ecosystem degradation by supporting the development of sustainable, highly productive forestry and agriculture, while introducing nature-based practices.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.2","Does your country have policies and/or action plans aimed at ensuring the sustainable use of biodiversity?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT08. By 2030, reduce ecosystem degradation by supporting the development of sustainable, highly productive forestry and agriculture, while introducing nature-based practices.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.3","Does your country monitor the sustainable use of biodiversity?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT08. By 2030, reduce ecosystem degradation by supporting the development of sustainable, highly productive forestry and agriculture, while introducing nature-based practices.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.4","Does your country monitor the maintenance, restoration and enhancement of nature's contributions to people, including ecosystem functions and services for the benefit of present and future generations?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT08. By 2030, reduce ecosystem degradation by supporting the development of sustainable, highly productive forestry and agriculture, while introducing nature-based practices.","5.b Number of countries with legal instruments or other policy frameworks for regulating trade in wild species","5.b","5.1","Does your country have legal instruments or other policy frameworks to regulate trade in wild species? (Select all that apply)","terrestrialSpecies; internationalTrade"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.1","Does your country have policies and/or action plans aimed at ensuring the maintenance, enhancement and restoration of nature's contributions to people, including of ecosystem functions and services?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.2","Does your country have policies and/or action plans aimed at ensuring the sustainable use of biodiversity?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.3","Does your country monitor the sustainable use of biodiversity?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.4","Does your country monitor the maintenance, restoration and enhancement of nature's contributions to people, including ecosystem functions and services for the benefit of present and future generations?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","12.b Number of countries with biodiversity-inclusive urban planning referring to green or blue urban spaces","12.b","12.1","Does your country have urban areas under biodiversity-inclusive urban planning that incorporates the management of green or blue spaces for the conservation and sustainable use of biodiversity?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","12.b Number of countries with biodiversity-inclusive urban planning referring to green or blue urban spaces","12.b","12.2","Does your country have urban areas under biodiversity-inclusive urban planning incorporating the management of green or blue spaces for ecosystem services and nature’s contributions to people?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","9.b Number or countries with policies to manage the use of wild species sustainably, providing social, economic and environmental benefits for people, and to protect and encourage customary sustainable use by indigenous peoples and local communities","9.b","9.1","Does your country have legal instruments or other policy frameworks or administrative measures for the sustainable management and use of wild species? ","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","9.b Number or countries with policies to manage the use of wild species sustainably, providing social, economic and environmental benefits for people, and to protect and encourage customary sustainable use by indigenous peoples and local communities","9.b","9.2","Does your country monitor the sustainable management and use of wild species?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","9.b Number or countries with policies to manage the use of wild species sustainably, providing social, economic and environmental benefits for people, and to protect and encourage customary sustainable use by indigenous peoples and local communities","9.b","9.3","Does your country monitor the social, economic and environmental benefits derived from the use of wild species for people, in particular those in vulnerable situations and most dependent on biodiversity? (Select all that apply)","underDevelopment"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT09. By 2030, increase the benefits of nature to people through ecosystem services derived from nature-based solutions.","9.b Number or countries with policies to manage the use of wild species sustainably, providing social, economic and environmental benefits for people, and to protect and encourage customary sustainable use by indigenous peoples and local communities","9.b","9.4","Does your country have legal instruments or other policy frameworks to protect and encourage the customary sustainable use of biodiversity by indigenous peoples and local communities, for example, the plan of action on customary sustainable use of biological diversity or other relevant initiatives?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT10. By 2030, increase the area of urban green and blue infrastructure.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.1","Does your country have policies and/or action plans aimed at ensuring the maintenance, enhancement and restoration of nature's contributions to people, including of ecosystem functions and services?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT10. By 2030, increase the area of urban green and blue infrastructure.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.2","Does your country have policies and/or action plans aimed at ensuring the sustainable use of biodiversity?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT10. By 2030, increase the area of urban green and blue infrastructure.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.3","Does your country monitor the sustainable use of biodiversity?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT10. By 2030, increase the area of urban green and blue infrastructure.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.4","Does your country monitor the maintenance, restoration and enhancement of nature's contributions to people, including ecosystem functions and services for the benefit of present and future generations?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT10. By 2030, increase the area of urban green and blue infrastructure.","12.b Number of countries with biodiversity-inclusive urban planning referring to green or blue urban spaces","12.b","12.1","Does your country have urban areas under biodiversity-inclusive urban planning that incorporates the management of green or blue spaces for the conservation and sustainable use of biodiversity?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT10. By 2030, increase the area of urban green and blue infrastructure.","12.b Number of countries with biodiversity-inclusive urban planning referring to green or blue urban spaces","12.b","12.2","Does your country have urban areas under biodiversity-inclusive urban planning incorporating the management of green or blue spaces for ecosystem services and nature’s contributions to people?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.1","Does your country have policies and/or action plans aimed at ensuring the maintenance, enhancement and restoration of nature's contributions to people, including of ecosystem functions and services?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.2","Does your country have policies and/or action plans aimed at ensuring the sustainable use of biodiversity?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.3","Does your country monitor the sustainable use of biodiversity?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","B.b Number of countries with policies or actions for implementing and monitoring the sustainable use of biodiversity and the maintenance and enhancement of nature’s contributions to people, including ecosystem functions and services","B.b","B.4","Does your country monitor the maintenance, restoration and enhancement of nature's contributions to people, including ecosystem functions and services for the benefit of present and future generations?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.1","Does your country have effective legal, administrative and policy measures to ensure the fair and equitable sharing of benefits that arise from the utilization of genetic resources?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.2","Does your country have capacity-building measures to ensure the fair and equitable sharing of benefits that arise from the utilization of genetic resources?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.3","Has your country taken administrative, policy or legislative measures pursuant to the operationalization of the multilateral mechanism in decision 16/2?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.4","Do the measures mentioned in questions 13.1 and 13.2 include the utilization of traditional knowledge associated with genetic resources?","Yes"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.5","Does your country monitor the monetary benefits received from the utilization of genetic resources and/or traditional knowledge associated with genetic resources that were accessed from your country?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.6","Does your country monitor the non-monetary benefits received from the utilization of genetic resources and/or traditional knowledge associated with genetic resources that were accessed from your country?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.7","Does your country have measures to ensure the fair and equitable benefit-sharing arising from the utilization of genetic resources and/or traditional knowledge associated with genetic resources that were accessed in another country?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.1","Does your country have effective legal, administrative and policy measures to ensure the fair and equitable sharing of benefits that arise from the utilization of genetic resources?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.2","Does your country have capacity-building measures to ensure the fair and equitable sharing of benefits that arise from the utilization of genetic resources?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.3","Has your country taken administrative, policy or legislative measures pursuant to the operationalization of the multilateral mechanism in decision 16/2?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.4","Do the measures mentioned in questions 13.1 and 13.2 include the utilization of traditional knowledge associated with genetic resources?","Yes"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.5","Does your country monitor the monetary benefits received from the utilization of genetic resources and/or traditional knowledge associated with genetic resources that were accessed from your country?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.6","Does your country monitor the non-monetary benefits received from the utilization of genetic resources and/or traditional knowledge associated with genetic resources that were accessed from your country?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT11. By 2030, develop a comprehensive database for genetic resources and traditional knowledge, while strengthening legal and governance frameworks to ensure the fair and equitable sharing of benefits.","13.b Number of countries that have taken effective legal, policy, administrative and capacity-building measures at all levels, as appropriate, to ensure the fair and equitable sharing of benefits from the utilization of genetic resources and from digital sequence information on genetic resources, as well as traditional knowledge associated with genetic resources","13.b","13.7","Does your country have measures to ensure the fair and equitable benefit-sharing arising from the utilization of genetic resources and/or traditional knowledge associated with genetic resources that were accessed in another country?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT12. By 2030,  Integrate biodiversity issues into the policies and planning of all sectors.","14.b Number of countries integrating biodiversity and its multiple values into policies, regulations, planning, development processes, poverty eradication strategies and, as appropriate, national accounts, within and across all levels and across all sectors, and progressively aligning all relevant public and private activities and fiscal and financial flows with the goals and targets of the Framework","14.b","14.1","Does your country integrate biodiversity and its multiple values into policies, regulations, planning, development processes and poverty eradication strategies at all levels of government?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT12. By 2030,  Integrate biodiversity issues into the policies and planning of all sectors.","14.b Number of countries integrating biodiversity and its multiple values into policies, regulations, planning, development processes, poverty eradication strategies and, as appropriate, national accounts, within and across all levels and across all sectors, and progressively aligning all relevant public and private activities and fiscal and financial flows with the goals and targets of the Framework","14.b","14.2","Does your country use environmental economic accounting to quantify the monetary and non-monetary values of biodiversity?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT12. By 2030,  Integrate biodiversity issues into the policies and planning of all sectors.","14.b Number of countries integrating biodiversity and its multiple values into policies, regulations, planning, development processes, poverty eradication strategies and, as appropriate, national accounts, within and across all levels and across all sectors, and progressively aligning all relevant public and private activities and fiscal and financial flows with the goals and targets of the Framework","14.b","14.3","Does your country integrate biodiversity and its multiple values into policies, regulations, plans and strategies across all sectors to ensure their mainstreaming?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT12. By 2030,  Integrate biodiversity issues into the policies and planning of all sectors.","14.b Number of countries integrating biodiversity and its multiple values into policies, regulations, planning, development processes, poverty eradication strategies and, as appropriate, national accounts, within and across all levels and across all sectors, and progressively aligning all relevant public and private activities and fiscal and financial flows with the goals and targets of the Framework","14.b","14.4","Does your country have policies, regulations, strategies or plans in place to progressively align all relevant public and private activities with the goals and targets of the Framework?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT12. By 2030,  Integrate biodiversity issues into the policies and planning of all sectors.","14.b Number of countries integrating biodiversity and its multiple values into policies, regulations, planning, development processes, poverty eradication strategies and, as appropriate, national accounts, within and across all levels and across all sectors, and progressively aligning all relevant public and private activities and fiscal and financial flows with the goals and targets of the Framework","14.b","14.5","Are policies, regulations, strategies or plans in place to progressively align fiscal and financial flows with the goals and targets of the Framework?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT13. By 2030, establish systems to monitor and transparently report the impacts, risks, and outcomes of business activities regarding biodiversity.","15.b Number of countries with legal, administrative or policy measures aimed at encouraging and enabling business and financial institutions, and in particular for large and transnational companies and financial institutions, to progressively reduce their negative impacts on biodiversity, increase their positive impacts, reduce their biodiversity-related risks and promote actions to ensure sustainable patterns of production","15.b","15.1","Has your country put in place legal, administrative or policy measures to ensure that large and transnational companies and financial institutions monitor, assess and transparently disclose their risks, dependencies and impacts on biodiversity along their operations, supply and value chains, and portfolios?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT13. By 2030, establish systems to monitor and transparently report the impacts, risks, and outcomes of business activities regarding biodiversity.","15.b Number of countries with legal, administrative or policy measures aimed at encouraging and enabling business and financial institutions, and in particular for large and transnational companies and financial institutions, to progressively reduce their negative impacts on biodiversity, increase their positive impacts, reduce their biodiversity-related risks and promote actions to ensure sustainable patterns of production","15.b","15.2","Has your country put in place measures to ensure that large and transnational companies and financial institutions provide relevant information to consumers to promote sustainable consumption patterns?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT13. By 2030, establish systems to monitor and transparently report the impacts, risks, and outcomes of business activities regarding biodiversity.","15.b Number of countries with legal, administrative or policy measures aimed at encouraging and enabling business and financial institutions, and in particular for large and transnational companies and financial institutions, to progressively reduce their negative impacts on biodiversity, increase their positive impacts, reduce their biodiversity-related risks and promote actions to ensure sustainable patterns of production","15.b","15.3","Has your country put in place measures to ensure that large and transnational companies and financial institutions report on compliance with access and benefit-sharing regulations?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT13. By 2030, establish systems to monitor and transparently report the impacts, risks, and outcomes of business activities regarding biodiversity.","15.b Number of countries with legal, administrative or policy measures aimed at encouraging and enabling business and financial institutions, and in particular for large and transnational companies and financial institutions, to progressively reduce their negative impacts on biodiversity, increase their positive impacts, reduce their biodiversity-related risks and promote actions to ensure sustainable patterns of production","15.b","15.4","Has your country put in place measures to ensure that large and transnational companies and financial institutions progressively reduce their negative impacts on biodiversity and increase their positive impacts?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT13. By 2030, establish systems to monitor and transparently report the impacts, risks, and outcomes of business activities regarding biodiversity.","15.b Number of countries with legal, administrative or policy measures aimed at encouraging and enabling business and financial institutions, and in particular for large and transnational companies and financial institutions, to progressively reduce their negative impacts on biodiversity, increase their positive impacts, reduce their biodiversity-related risks and promote actions to ensure sustainable patterns of production","15.b","15.5","Does your country monitor whether negative impacts from business on biodiversity have progressively decreased?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT14. By 2030, minimize overconsumption and waste through supporting public education on sustainable consumption.","16.b Number of countries developing, adopting or implementing policy instruments aimed at encouraging and enabling people to make sustainable consumption choices","16.b","16.1","Has your country established mechanisms, policy or legislative or regulatory frameworks aimed at supporting sustainable consumption?","No"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT14. By 2030, minimize overconsumption and waste through supporting public education on sustainable consumption.","16.b Number of countries developing, adopting or implementing policy instruments aimed at encouraging and enabling people to make sustainable consumption choices","16.b","16.2","Has your country adopted mechanisms to improve awareness or education with regard to the impacts of consumption on biodiversity and access to relevant and accurate information or alternatives supporting sustainable consumption?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT14. By 2030, minimize overconsumption and waste through supporting public education on sustainable consumption.","16.b Number of countries developing, adopting or implementing policy instruments aimed at encouraging and enabling people to make sustainable consumption choices","16.b","16.3","Has your country adopted or implemented policy instruments aimed at encouraging and enabling people to make sustainable consumption choices, including by reducing food waste, over consumption and waste generation?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","17.b Number of countries that have taken action to implement biosafety measures as set out in Article 8(g) of the Convention and measures for the handling of biotechnology and the distribution of its benefits as set out in Article 19","17.b","17.1","Has your country established biosafety-related policy, legal, administrative and other measures as set out in Article 8(g) of the Convention?","No"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","17.b Number of countries that have taken action to implement biosafety measures as set out in Article 8(g) of the Convention and measures for the handling of biotechnology and the distribution of its benefits as set out in Article 19","17.b","17.2","Does your country implement biosafety measures as set out in Article 8(g) of the Convention?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","17.b Number of countries that have taken action to implement biosafety measures as set out in Article 8(g) of the Convention and measures for the handling of biotechnology and the distribution of its benefits as set out in Article 19","17.b","17.3","Has your country taken legislative, administrative or policy measures, as appropriate, to provide for the effective participation in biotechnological research activities by those Parties, especially developing countries, that provide the genetic resources for such research, as set out in paragraph 1 of Article 19 of the Convention?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","17.b Number of countries that have taken action to implement biosafety measures as set out in Article 8(g) of the Convention and measures for the handling of biotechnology and the distribution of its benefits as set out in Article 19","17.b","17.4","Has your country taken practicable measures to promote and advance priority access on a fair and equitable basis by Parties, especially developing countries, to the results and benefits arising from biotechnologies based on genetic resources provided by those Parties, as set out in paragraph 2 of Article 19 of the Convention?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","17.b Number of countries that have taken action to implement biosafety measures as set out in Article 8(g) of the Convention and measures for the handling of biotechnology and the distribution of its benefits as set out in Article 19","17.b","17.5","Does your country carry out scientifically sound risk assessments on the use and release of living modified organisms?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT15. By 2030, enhance the legislative, governance, and monitoring systems for genetically modified organisms.","17.b Number of countries that have taken action to implement biosafety measures as set out in Article 8(g) of the Convention and measures for the handling of biotechnology and the distribution of its benefits as set out in Article 19","17.b","17.6","Does your country provide access to biosafety-related information for the safe transfer, handling and use of living modified organisms?","Partially"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","20.b Number of countries that have taken significant action to strengthen capacity-building and development and access to and transfer of technology, and to promote the development of and access to innovation and technical and scientific cooperation","20.b","20.1","Does your country have plans, policies or instruments for addressing capacity-building and development needs for biodiversity?","Under development"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","20.b Number of countries that have taken significant action to strengthen capacity-building and development and access to and transfer of technology, and to promote the development of and access to innovation and technical and scientific cooperation","20.b","20.2","Does your country have measures to ensure the full and effective participation of indigenous peoples and local communities, women and girls, children and youth and people with disabilities in capacity-building and development for the conservation and sustainable use of biodiversity? (Select all that apply)","indigenousPeoplesLocalCommunities"
"28-Feb-2026 18:58","ORT-NR7BID-MN-288706-1","NT18. Strengthen capacity-building and development, access to and transfer of technology, and promote development of and access to innovation and technical and scientific cooperation in biodiversity conservation.","20.b Number of countries that have taken significant action to strengthen capacity-building and development and access to and transfer of technology, and to promote the development of and access to innovation and technical and scientific cooperation","20.b","20.3","Has your country undertaken a national capacity self-assessment or other processes for assessing the capacity needs for the conservation and sustainable use of biodiversity?","Under development"
